key_0,main_image,product_title,seller_name,price_final,price_original,discount_percent,brand,model,RAM,ROM,OS,screen_size,warranty,battery_capacity
274,https://img.lazcdn.com/g/ff/kf/S4d164a190abb4520aca759031abc0ee8B.jpg_720x720q80.jpg_.webp,sở hữu Điện thoại S23 Ultra mới 100% Android 6.8inch 2 SIM Cuộc gọi Chơi trò chơi thông minh 16+512GB máy CHÍNH HÃNG Vô cực  nặng mướt Chơi Game,điện tử kỹ thuật số 3C,1286900,2558000,50,samsung,S23 Ultra,16,512,Android 13,6.8,-1,6800
275,https://img.lazcdn.com/g/p/25f1ba63b5498d8747457c0713578eb5.jpg_720x720q80.jpg_.webp,"Điện thoại 4G giá rẻ Samsung Galaxy A51 2sim ram 6G/128G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp,máy đủ màu",BSNT.PN,228000,399000,43,samsung,Galaxy A51,6,128,Android 10,6.5,-1,4000
276,https://img.lazcdn.com/g/p/f28660b3cb1fadc4bc0251d0b6a92bf2.jpg_720x720q80.jpg_.webp,"Điện thoại SS 23ut máy 2sim ram 12G/512G Chính Hãng, bảo hành 12 tháng",Tú Linh Mobile,1300000,2600000,50,samsung,-1,12,512,"Android 13, One UI 5",6.8,12,5000
277,https://img.lazcdn.com/g/p/46adb94ff5bb2bb07e7386372409f852.jpg_720x720q80.jpg_.webp,"Điện thoạimi Mi 14 Utra Cấu hình mạnh, cày game nặng siêu mượt  (16+512GB) | Màn hình 6.73""",Thanh Hậu Mobile,1400000,2800000,50,xiaomi,Mi 14 Ultra,16,512,-1,6.73,-1,-1
278,https://img.lazcdn.com/g/p/ba80465ccbe70feb5e8d16f9b5a40d5c.jpg_720x720q80.jpg_.webp,"[ SALE -RẺ VÔ ĐỊCH ] Điện thoại 4G giá rẻ Samsung Galaxy A51 2sim ram 6G/128G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp,BMM1",BSNT.PN,1009000,-1,-1,samsung,Galaxy A51,6,128,Android 10,6.5,-1,4000
279,https://img.lazcdn.com/g/p/6c801c701ec143648e423fcb82772dcc.jpg_720x720q80.jpg_.webp,S23 Ultra HD điện thoại 7.3 inch bộ nhớ lớn 16 + 1TB Android điện thoại máy ảnh 48+108MP HD Pixel điện thoại di động,Thanh Hoàng Mobile 88,928000,1856000,50,samsung,S23 Ultra,-1,-1,Android,7.3,-1,-1
280,https://img.lazcdn.com/g/p/2e4a23729cb9884d5e338d9e3c85f00c.png_720x720q80.png_.webp,"[ SALE -RẺ VÔ ĐỊCH ] Điện thoại 4G giá rẻ cho học sinh Samsung Galaxy A6 Plus 2sim ram 4G/32G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp, BSNT.PN",BSNT.PN,1249000,-1,-1,samsung,Galaxy A6+ (2018),4,32,Android 8,6.0,-1,3500
281,https://img.lazcdn.com/g/p/8ffef561bcb5d4eca3e78fff25fab798.jpg_720x720q80.jpg_.webp,điện thoại O.P.F.9 Màn hình 6.3 inch Ram 4/64GB Pin 3500 mAh,Nguyên Lê Store,1099000,2000000,45,oppo,F9,-1,64,Android 8.1,6.3,-1,3500
282,https://img.lazcdn.com/g/p/3300a8b7b35760c8ade39755f30469db.jpg_720x720q80.jpg_.webp,điện thoại 0PP0 A93s 5G (8GB/256GB) | Cấu hình Cao Chiến mọi Game mượt - Hàng chính hãng Bảo hành 12 tháng,Lê Hân Store6,700000,-1,-1,oppo,A93s,8,256,"Android 11, ColorOS 11.1",6.5,12,5000
283,https://img.lazcdn.com/g/p/0686787e1089e24efed41330ff931d78.jpg_720x720q80.jpg_.webp,"Điện thoại SIÊU BỀN oukitel wp38(chống va đập,chống nước, Pin 10600 mAh,Ram 12Gb(6+6),Rom 256Gb,Màn hình 6.52 in,NFC)",Minh Thành Mobile 88,900000,1800000,50,oukitel,wp38,-1,-1,-1,6.52,-1,10600
284,https://img.lazcdn.com/g/p/f5eb29d04b110755db15abe4a296be1f.jpg_720x720q80.jpg_.webp,"Điện thoại siêu phẩm SS_ z f0ld 4 256GB-Chính hãng mới 100%, Bảo hành chính hãng 12 tháng.",Tuấn Nguyễn Mobile 88,1400000,2800000,50,samsung,Fold,12,256,Android 12,7.6,12,4400
285,https://img.lazcdn.com/g/p/090bd6f35413f5c0997b8889162cf436.png_720x720q80.png_.webp,"Điện thoại chắc chắn unihertz Tank 3 (pin 23800mAh,sạc nhanh 120W, Ram 32GB(16+16),rom 512GB, ,5G , Android 13)",Thành Đạt Mobile88,1459000,2918000,50,-1,Tank 3,32,512,Android 13,6.79,-1,23800
287,https://img.lazcdn.com/g/p/76d8c56d4d88909d7991894a2e7df94a.jpg_720x720q80.jpg_.webp,"[ SALE -RẺ VÔ ĐỊCH ] Điện thoại 4G giá rẻ Samsung Galaxy A70 2sim ram 6G/128G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp, máy nhiều màu MS47",MS.STORE47,1649000,-1,-1,samsung,Galaxy A70,-1,-1,-1,6.7,-1,4500
288,https://img.lazcdn.com/g/p/a93af6511dccde95fdd9a72b15a77d10.png_720x720q80.png_.webp,Điện Thoại Samsung Galaxy M35 5G - Hàng Chính Hãng,Samsung Shop,8790000,-1,-1,samsung,Galaxy M35 5G,8,256,-1,6.6,12,6000
289,https://img.lazcdn.com/g/p/dcab195e8762e8d11614fff0af838028.png_720x720q80.png_.webp,"Điện thoại chắc chắn Oukitel Wp21 Ultra(camera nhiệt ,FLIR,chống nước,chống sốc,pin 9800mAh,Ram 12Gb,Rom 256Gb)",Minh Trang Shop99,1425000,-1,-1,oukitel,Wp21 Ultra,12,256,Android 12,6.78,-1,9800
290,https://img.lazcdn.com/g/p/3300a8b7b35760c8ade39755f30469db.jpg_720x720q80.jpg_.webp,điện thoại 0PP0 A93s 5G (8GB/256GB) | Cấu hình Cao Chiến mọi Game mượt - Hàng chính hãng Bảo hành 12 tháng,Trường An Mobile,700000,1400000,50,oppo,A93s,8,256,"Android 11, ColorOS 11.1",6.5,12,5000
291,https://img.lazcdn.com/g/p/deb300d4f64afc86eb253e1c30888d99.jpg_720x720q80.jpg_.webp,Ốp điện thoại Urban Kitsune 2: Moon by The Runaway cho đủ dòng máy,The Runaway Shirts,171000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
292,https://img.lazcdn.com/g/ff/kf/Sf1618a7f86944b3bb05245cfce7eceec6.jpg_720x720q80.jpg_.webp,5G có 5Gb/ngày,VIVADA MOBILE,500000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
293,https://img.lazcdn.com/g/p/549fc3fa7ee835d11af459d03d8cbd37.jpg_720x720q80.jpg_.webp,"Điện thoại SS 22ut máy 2sim ram 12G/256G Chính Hãng, bảo hành 12 tháng",Thanh Hậu Mobile,1200000,2400000,50,-1,-1,12,256,"Android 12, One UI 4.1",6.8,12,5000
294,https://img.lazcdn.com/g/p/674c91cf325950e41cd7550b3f1864cd.jpg_720x720q80.jpg_.webp,điện thoại 0PP0 Ren08pr0 5G (12GB/256GB) | Cấu hình Cao Chiến mọi Game mượt - Hàng chính hãng Bảo hành 12 tháng,Tú Linh Mobile,900000,1800000,50,oppo,Ren08pr0,12,256,"Android 12, ColorOS 12.1",6.7,12,4500
295,https://img.lazcdn.com/g/ff/kf/S09828be7e32a4b09bd0d58923fd75ff8r.jpg_720x720q80.jpg_.webp,"Điện thoại Samsung Galaxy S5 qua sử dụng ( Ram 2/16.  Android 7.1.2 , hỗ trợ 4G )",VintagesMobile,499000,-1,-1,samsung,Galaxy S5,16,-1,Android 7.1.2,-1,-1,-1
296,https://img.lazcdn.com/g/p/647af9d9b61bbff0107ac4f5d2618bfc.png_720x720q80.png_.webp,Điện thoại Samsung Galaxy A54 5G 256GB (2023) - Hàng Chính Hãng,MINH TUẤN MOBILE,11490000,-1,-1,-1,-1,-1,256,-1,-1,-1,-1
297,https://img.lazcdn.com/g/p/1c3f7d1a4c0d4f78db7225576880601d.jpg_720x720q80.jpg_.webp,"Điện thoại 4G giá rẻ Samsung Galaxy A70 2sim ram 6G/128G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp, BSNT",BSNT.PN,1799000,-1,-1,samsung,Galaxy A70,6,128,Android 9 (Pie),6.7,-1,4500
298,https://img.lazcdn.com/g/p/8f96d1f377a18e99452128126615f04d.jpg_720x720q80.jpg_.webp,"Điện thoại SS 24ut máy 2sim ram 12G/512G Chính Hãng, bảo hành 12 tháng",Tú Linh Mobile,1500000,3000000,50,samsung,24ut,12,512,"Android 14, One UI 6.1",6.8,12,5000
299,https://img.lazcdn.com/g/p/549fc3fa7ee835d11af459d03d8cbd37.jpg_720x720q80.jpg_.webp,"Điện thoại SS 22ut máy 2sim ram 12G/256G Chính Hãng, bảo hành 12 tháng",Tuấn Nguyễn Mobile 88,1200000,2400000,50,samsung,22ut,12,256,"Android 12, One UI 4.1",6.8,12,5000
300,https://img.lazcdn.com/g/ff/kf/S3a8e9b07c77c43769576149b0650ed1fJ.jpg_720x720q80.jpg_.webp,samsung j8 3g/32g MÁY ĐẸP KEENG KHÔNG TRẦY XƯỚC SIÊU MƯỢT SIÊU BỀN.,ĐiệnThoai  ThôngMinh,1100000,-1,-1,samsung,j8,-1,-1,Android 8 (Oreo),-1,-1,-1
301,https://img.lazcdn.com/g/p/1d3dc590396f33e0b4fe9062d507d14f.jpg_720x720q80.jpg_.webp,"Điện thoại siêu phẩm SS_ A55 5G 128GB-Chính hãng newseal 100%, Bảo hành chính hãng 12 tháng.",Bảo Ngọc Mobi,1100000,-1,-1,samsung,A55,8,128,Android 14,6.6,12,5000
303,https://img.lazcdn.com/g/p/0bcdfbf785cea87ae8ed481d946d566c.jpg_720x720q80.jpg_.webp,[Chính hãng] Điện thoại 0pp0_FFind_X8 Pr0 (12GB/256GB) - Hàng chính hãng,Tú Linh Mobile,1500000,3000000,50,-1,FFind_X8 Pr0,12,256,Android 15,6.78,-1,5910
305,https://img.lazcdn.com/g/p/46adb94ff5bb2bb07e7386372409f852.jpg_720x720q80.jpg_.webp,"Điện thoạimi Mi 14 Utra Cấu hình mạnh, cày game nặng siêu mượt (16+512GB) mới 100% hàng chính hãng bảo hành 12 tháng toàn quốc",Bình Minh Mobile 88,1400000,2800000,50,xiaomi,Mi 14 Ultra,16,512,Android 14,6.73,12,5000
306,https://img.lazcdn.com/g/p/8acf046fca9c180c128ddfd1239db733.jpg_720x720q80.jpg_.webp,"điện thoại 0PP0 Ren0 10pr0 5G (12GB/256GB) | Cấu hình Cao Chiến mọi Game mượt - Hàng chính hãng Bảo hành 12 tháng""",Sam Sam Mobile,1100000,2200000,50,oppo,Reno 10 Pro,12,256,-1,6.7,-1,4600
307,https://img.lazcdn.com/g/p/a254e8c1c4db9d911c883a740dcc418f.jpg_720x720q80.jpg_.webp,"Điện thoại chắc chắn unihertz Tank 3 (pin  23800mAh,sạc nhanh  120W, Ram 32GB(16+16),rom  512GB, ,5G , Android 13)",Tú Linh Mobile,1459000,2918000,50,-1,Tank 3,32,512,Android 13,-1,-1,23800
308,https://img.lazcdn.com/g/ff/kf/Sae24ff4f73324c9eb55ecfe092f5070eT.jpg_720x720q80.jpg_.webp,Giá Học Sinh S23 Ultra Điện Thoại Full HD 7.3Inch Bộ Nhớ 8+256GB Camera HD Pin 6800mAh Chính Hãng Giá Rẻ,điện tử kỹ thuật số 3C,1178660,2357320,50,samsung,S23 Ultra,8,256,-1,7.3,-1,-1
309,https://img.lazcdn.com/g/p/eae70d287bdad82da8f9be4e6fa2dba0.jpg_720x720q80.jpg_.webp,"[ RẺ HỦY DIỆT ] điện thoại 4G Samsung Galaxy J8 2sim ram 3G/32G Chính Hãng, Chiến Game mượt, Chụp ảnh siêu đẹp - BSNT",BSNT.PN,229000,-1,-1,samsung,Galaxy J8,3,32,Android 8.0 (Oreo),6.0,-1,3500
310,https://img.lazcdn.com/g/p/3300a8b7b35760c8ade39755f30469db.jpg_720x720q80.jpg_.webp,điện thoại 0PP0 A93s 5G (8GB/256GB) | Cấu hình Cao Chiến mọi Game mượt - Hàng chính hãng Bảo hành 12 tháng,Sam Sam Mobile,700000,1400000,50,oppo,A93s,8,256,"Android 11, ColorOS 11.1",6.5,12,5000
311,https://img.lazcdn.com/g/p/46adb94ff5bb2bb07e7386372409f852.jpg_720x720q80.jpg_.webp,"Điện thoạimi Mi 14 Utra Cấu hình mạnh, cày game nặng siêu mượt  (16+512GB) | Màn hình 6.73""",Tuấn Nguyễn Mobile 88,1400000,2800000,50,xiaomi,Mi 14 Ultra,16,512,-1,6.73,-1,-1
312,https://img.lazcdn.com/g/p/8bb9d0949b4a1553e59d53aff6d2803f.jpg_720x720q80.jpg_.webp,"[ SALE -RẺ VÔ ĐỊCH ] Điện thoại 4G giá rẻ Samsung Galaxy A70 2sim ram 6G/128G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp BMS",BSNT.PN,229000,-1,-1,samsung,Galaxy A70,6,128,Android 9 (Pie),6.7,-1,4500
314,https://img.lazcdn.com/g/p/8f96d1f377a18e99452128126615f04d.jpg_720x720q80.jpg_.webp,"Điện thoại SS 24ut máy 2sim ram 12G/512G Chính Hãng, bảo hành 12 tháng",Tuấn Nguyễn Mobile 88,1500000,3000000,50,samsung,S24 Ultra,12,512,"Android 14, One UI 6.1",6.8,12,5000
316,https://img.lazcdn.com/g/p/6916d972afb2767ad53265669d861ddc.jpg_720x720q80.jpg_.webp,"Điện thoại Red.mi Note 14  2sim ram 8G/256G, Cấu hình mạnh, cày game nặng siêu mượt, máy chính hãng, bảo hành 12 tháng",Sam Sam Mobile,1100000,2200000,50,xiaomi,Redmi Note 14,8,256,Xiaomi HyperOS,6.67,-1,5110
317,https://img.lazcdn.com/g/p/5d75944756c32a7fad2b4640e8135ecb.jpg_720x720q80.jpg_.webp,"Điện thoại SS 24ut máy 2sim mới 100% ram 12G/512G Hàng Chính Hãng, bảo hành 12 tháng",Bình Minh Mobile 88,1550000,3100000,50,-1,-1,-1,-1,,-1.0,-1,-1
318,https://img.lazcdn.com/g/p/ba969a01259cabd4746c1dee00ad9605.jpg_720x720q80.jpg_.webp,"Điện thoại chắc chắn Oukitel Wp21 Ultra(camera nhiệt ,FLIR,chống nước,chống sốc,pin 9800mAh,Ram 12Gb,Rom 256Gb)",Tuấn Nguyễn Mobile 88,1459000,2918000,50,oukitel,Wp21 Ultra,12,256,-1,-1.0,-1,9800
319,https://img.lazcdn.com/collect/social-img/d45938c4c87d4fac8eb5e1b7a05160d0_193e0882e2a842bfaefb55558b134a89.png_720x720q80.png_.webp,Samsung A01 Core androi go 11 siêu mượt hỗ trợ nhiều app giải trí,Phone Cheap,580000,-1,-1,samsung,A01 Core,-1,-1,Android 11,-1,-1,-1
320,https://img.lazcdn.com/g/ff/kf/Sb4acd946a2834c57adcec79a6b75f818F.jpg_720x720q80.jpg_.webp,"Điện thoại Gaming Redmi Note 5 Pro Chip Snap 636 bản 4/64G kèm thẻ nhớ, tay cầm gaming PS2, PSP, PS1",Dịch vụ Minh Tuấn,1020000,-1,-1,xiaomi,Redmi Note 5 Pro,4,64,-1,-1,-1,4000
321,https://img.lazcdn.com/g/ff/kf/S70372af53b1e4c9e934c5283c06236ddN.jpg_720x720q80.jpg_.webp,Điênk thoại giá rẻ kiểu dáng nhỏ gọn bền bỉ j5prime,BÁCH HOÁ KIM 6989,549000,985000,44,-1,j5prime,-1,-1,-1,-1,-1,-1
322,https://img.lazcdn.com/g/p/6511a36f6bd5b3f1a264643cd4166036.jpg_720x720q80.jpg_.webp,điện thoại 0PP0 A92 (8GB/128GB) | Cấu hình Cao Chiến mọi Game mượt - Hàng chính hãng Bảo hành 12 tháng,Lê Hân Store6,720000,-1,-1,oppo,A92,8,128,Android,6.5,12,-1
329,https://img.lazcdn.com/g/p/9b095e25df555170a3338be4f1e2e1ad.jpg_720x720q80.jpg_.webp,"Điện thoại di động chắc chắn Oukitel WP32 Pro, RAM 24Gb(6GB + 18GB),ROM 256GB,Màn hình 6 inch HD,camera 20MP, NFC)",Thành Đạt Mobile88,1025000,2050000,50,samsung,Galaxy S20,-1,-1,-1,Không rõ,-1,- Không rõ
